sale_id,sale_number,created_at,sale_total,tendered,line_id,description,quantity,unit_price,line_total
5278,INV120,2025-05-03 10:30:39,1.0,1.0,11668,PRIMOLUT-N 5MG 30S,2,32.84,65.68
5296,INV138,2025-05-03 14:12:27,50.0,50.0,11697,GLYCOPYRRONIUM BROMIDE INJ,4,9.0,36.0
5362,INV203,2025-05-06 08:48:20,37.0,37.0,11800,METRONIDAZOLE 400MG TABS 1000S,1,34.5,34.5
5362,INV203,2025-05-06 08:48:20,37.0,37.0,11801,SODIUM VALPORATE 200MG (TORRENT) 100S TABS,3,13.659999999999998,40.98
5419,INV260,2025-05-07 07:47:12,1.0,1.0,11899,AVACORT 200/6MCG,1,23.8,23.8
5419,INV260,2025-05-07 07:47:12,1.0,1.0,11900,NAN 1 400G,6,4.67,28.02
5425,INV266,2025-05-07 10:12:50,2.0,0.0,11908,HUGGIES EXTRA CARE SIZE 0 25S,3,5.0,15.0
5425,INV266,2025-05-07 10:12:50,2.0,0.0,11909,COLCAPS SYRUP 100ML,6,3.73,22.38
5478,INV319,2025-05-08 08:46:02,54.0,54.0,11996,MEROPENEM INJ 1G(SUNPHARMA),10,8.0,80.0
5478,INV319,2025-05-08 08:46:02,54.0,54.0,11997,ZINCODERM CREAM 32 %,2,8.8,17.6
5560,INV401,2025-05-09 10:54:56,4.0,4.0,12133,ZOLENDRONIC ACID 4MG INJ 5ML,1,15.98,15.98
5615,INV456,2025-05-09 19:37:07,1.0,1.0,12216,ZOLENDRONIC ACID 4MG INJ 5ML,2,15.98,31.96
5623,INV464,2025-05-10 04:56:48,4.0,4.0,12226,VARIPAN SYRUP 100ML,13,1.2999999999999998,16.9
5623,INV464,2025-05-10 04:56:48,4.0,4.0,12227,VARIPAN SYRUP 100ML,10,1.3,13.0
5624,INV465,2025-05-10 09:30:36,0.5,0.5,12229,BREAST PUMP (MANUAL),2,10.0,20.0
5624,INV465,2025-05-10 09:30:36,0.5,0.5,12230,BREAST PUMP SILICONE,1,0.5,0.5
5684,INV579,2025-05-12 00:21:53,22.0,22.0,12313,COTTON WOOL  500G,8,4.12,32.96
5686,INV526,2025-05-12 09:37:55,1.0,1.0,12317,PYNSTOP TABLETS 50S,2,7.59,15.18
5691,INV531,2025-05-12 10:29:11,5.0,5.0,12324,KITKAT  MINIS  20G,36,0.16,5.76
5691,INV531,2025-05-12 10:29:11,5.0,5.0,12325,FREEGELLS,24,0.15,3.6
5691,INV531,2025-05-12 10:29:11,5.0,5.0,12326,LUNCH BAR MINI,48,0.27,12.96
5691,INV531,2025-05-12 10:29:11,5.0,5.0,12327,SOFTCARE PADS 8S,24,0.58,13.92
5691,INV531,2025-05-12 10:29:11,5.0,5.0,12328,HALLS ASSORTED,72,0.02,1.44
5691,INV531,2025-05-12 10:29:11,5.0,5.0,12329,STAYFREE PADS 10S,4,0.63,2.52
5691,INV531,2025-05-12 10:29:11,5.0,5.0,12330,J & J WIPES,2,2.4,4.8
5691,INV531,2025-05-12 10:29:11,5.0,5.0,12331,MAYNARDS JELLY BABIES 75G,48,0.5599999999999999,26.88
5691,INV531,2025-05-12 10:29:11,5.0,5.0,12332,NIVEA ROLL ON,6,2.5,15.0
5691,INV531,2025-05-12 10:29:11,5.0,5.0,12333,LAYS ASSORTED,60,0.31,18.6
5691,INV531,2025-05-12 10:29:11,5.0,5.0,12334,COSMO HAIR REMOVER SMALL 40G,9,0.25,2.25
5691,INV531,2025-05-12 10:29:11,5.0,5.0,12335,COTTON WOOL  500G,2,4.12,8.24
5697,INV537,2025-05-12 11:22:18,5.0,5.0,12348,4CS SYRUP 100ML,40,1.7,68.0
5697,INV537,2025-05-12 11:22:18,5.0,5.0,12349,AVEFORA PETROLEUM JELLY,5,0.55,2.75
5705,INV545,2025-05-12 12:36:07,1.0,1.0,12367,SACUBITRIL 97MG/VALSARTAN 103MG 30S,3,16.0,48.0
5711,INV551,2025-05-12 13:40:21,20.0,20.0,12382,MAGNEVEST,1,54.85,54.85
5865,INV705,2025-05-15 07:32:20,1.0,1.0,12648,DEPO MEDROL 80MG/2ML INJECTION VIAL,6,9.0,54.0
5892,INV732,2025-05-15 16:08:01,1.0,1.0,12690,MEROPENEM INJ 1G(SUNPHARMA),10,8.0,80.0
5931,INV772,2025-05-16 11:23:22,6.0,0.0,12745,COTTON WOOL H&H 250G,12,2.58,30.96
6019,INV860,2025-05-17 19:31:22,19.0,20.0,12883,MICONAZOLE 2% VAGINAL CREAM 40G,2,5.0,10.0
6146,INV984,2025-05-21 10:44:36,10.0,10.0,13084,CANDID B LOTION,3,3.34,10.02
6152,INV990,2025-05-21 13:07:31,6.0,6.0,13092,FLUMED TABS 24S,10,1.9100000000000001,19.1
6157,INV995,2025-05-21 15:10:41,1.0,1.0,13098,AMIKACIN 500MG/2ML INJECTION,8,4.0,32.0
6171,INV1009,2025-05-21 19:07:00,20.0,0.0,13120,RANITIDINE 50MG/2ML INJECTION 1S,50,0.9,45.0
6171,INV1009,2025-05-21 19:07:00,20.0,0.0,13121,LOGYNON ED 28S TABS,2,8.5,17.0
6174,INV1012,2025-05-22 08:26:06,29.0,29.0,13125,LINEN SAVERS 10S,2,6.0,12.0
6174,INV1012,2025-05-22 08:26:06,29.0,29.0,13126,SHARPS TIN JEM,1,3.5,3.5
6174,INV1012,2025-05-22 08:26:06,29.0,29.0,13127,BP MONITOR (CUFF ONLY) LARGE,1,12.0,12.0
6213,INV1051,2025-05-22 15:17:29,16.0,50.0,13186,ELBOW CLUTCH CLOSED,1,12.0,12.0
6251,INV1088,2025-05-23 12:42:05,3.0,3.0,13241,SULPIRIDE TABLES 200MG 30`S,2,15.0,30.0
6259,INV1096,2025-05-23 15:02:32,0.5,0.5,13254,ZITHROMAX 500MG TABS 3S,10,4.8,48.0
6259,INV1096,2025-05-23 15:02:32,0.5,0.5,13255,S26 GOLD STAGE 1 900G,1,20.0,20.0
6347,INV1182,2025-05-26 12:34:12,4.0,4.0,13392,OREO 128G,5,0.8,4.0
6352,INV1187,2025-05-26 14:10:47,0.5,0.5,13400,GLUCOPECT SUSPENSION 100ML,12,2.75,33.0
6352,INV1187,2025-05-26 14:10:47,0.5,0.5,13401,DISPRIN TABS 12S,2,2.29,4.58
6352,INV1187,2025-05-26 14:10:47,0.5,0.5,13402,HYDROCORTISONE INJ 100MG,40,1.05,42.0
6352,INV1187,2025-05-26 14:10:47,0.5,0.5,13403,BETAPYN TABS 18S,4,2.29,9.16
6352,INV1187,2025-05-26 14:10:47,0.5,0.5,13404,PYNSTOP TABLETS 50S,6,6.93,41.58
6352,INV1187,2025-05-26 14:10:47,0.5,0.5,13405,ZOLADEX 10.8MG INJ,1,270.0,270.0
6383,INV1218,2025-05-27 15:18:21,8.0,8.0,13465,CIPYNE CAPS 30S,10,2.75,27.5
6383,INV1218,2025-05-27 15:18:21,8.0,8.0,13466,TETRACYCLINE EYE OINT 1%,5,0.8,4.0
6504,INV1339,2025-05-29 19:33:42,21.0,21.0,13689,METHYLDOPA 250MG 500S,1,39.74,39.74
6526,INV1361,2025-05-30 12:23:08,169.0,0.0,13722,TED STOCKINGS ASSORTED,2,15.0,30.0
6526,INV1361,2025-05-30 12:23:08,169.0,0.0,13723,LOSARTAN 50MG TABS 100S (VALOSAR),1,5.5,5.5
6625,INV1460,2025-06-02 09:09:13,1.0,1.0,13866,SODIUM VALPROATE SYRUP 100ML (EPIVULEX),3,12.0,36.0
6635,INV1470,2025-06-02 11:43:35,5.0,5.0,13877,GAVISCON LIQ DOUBLE ACTION SACHETS SINGLES,24,0.41,9.84
6635,INV1470,2025-06-02 11:43:35,5.0,5.0,13878,SOLPHYLLIN SYRUP 200ML,10,5.68,56.8
6635,INV1470,2025-06-02 11:43:35,5.0,5.0,13879,PCD CHESTY COUGH,8,2.0,16.0
6635,INV1470,2025-06-02 11:43:35,5.0,5.0,13880,GAVISCON ADV A/SEED 200ML (PREGNANT WOMEN),2,7.7,15.4
6720,INV1554,2025-06-03 14:13:38,8.0,8.0,14022,ZITHROMAX 500MG TABS 3S,5,4.8,24.0
6758,INV1592,2025-06-04 11:29:59,3.0,3.0,14082,IRON SUCROSE 20MG/ML 5S,4,11.0,44.0
6768,INV1602,2025-06-04 12:18:54,1.0,1.0,14097,GAVISCON LIQUID ORIGINAL ANISEED 300ML,1,7.67,7.67
6920,INV1753,2025-06-07 08:14:16,9.0,10.0,14346,CAREX 3S RIBBED,4,1.33,5.32
6920,INV1753,2025-06-07 08:14:16,9.0,10.0,14347,PROTECTOR PLUS VANILLA 3S,15,0.53,7.95
6923,INV1756,2025-06-07 09:03:14,13.0,13.0,14353,PANTOPRAZOLE (PANTIN) 40MG TABS 30`S,1,2.2,2.2
6953,INV1786,2025-06-07 16:09:33,3.0,3.0,14388,CANDID V GEL (CLOTRIMAZOLE) 30GM 1S,10,3.5200000000000005,35.2
6953,INV1786,2025-06-07 16:09:33,3.0,3.0,14389,MICONAZOLE 2% VAGINAL CREAM 40G,1,5.0,5.0
6953,INV1786,2025-06-07 16:09:33,3.0,3.0,14390,CLOTRIMAZOLE VAGINAL CREAM (CLOSCRIPT) 30G,1,4.96,4.96
6998,INV1831,2025-06-09 13:48:07,15.0,15.0,14458,JAMES CLEAR ATOMIC HABITS,1,31.0,31.0
7033,INV1866,2025-06-09 18:08:58,26.0,0.0,14516,LOSARTAN 50MG TABS 100S (VALOSAR),1,5.5,5.5
7033,INV1866,2025-06-09 18:08:58,26.0,0.0,14517,VITAMIN C 1000MG+ZINC 10MG (POTEN C),3,3.85,11.55
7069,INV1902,2025-06-10 14:43:33,11.0,11.0,14578,SODIUM CHLORIDE 0.45% 1000ML,3,6.0,18.0
7097,INV1930,2025-06-10 18:00:18,5.0,5.0,14623,SILVER SULPHADIAZINE CREAM 500G,6,9.0,54.0
7097,INV1930,2025-06-10 18:00:18,5.0,5.0,14624,SILVER SULFADIAZINE 300G,1,8.2,8.2
7097,INV1930,2025-06-10 18:00:18,5.0,5.0,14625,ZINCODERM CREAM 32 %,4,8.8,35.2
7097,INV1930,2025-06-10 18:00:18,5.0,5.0,14626,SILVER SULPHADIAZINE CRM 100G,6,5.0,30.0
7117,INV1950,2025-06-11 10:38:47,1.0,1.0,14659,COTRIMOXAZOLE (BENCOLE) 240MG/5ML SUSPENSION 100ML,3,1.7,5.1
